Country,Year,City,Gold,Silver,Bronze,Weighted Count, Population ,"Total medals per 100,000 pop","Weighted count per 100,000 pop","Gold per 100,000 pop",GDP per capita,GDP
Romania,1988,Seoul,7,11,6,49,23096515,0.1039118,0.2121532,0.0303076,9637.16,222584834224
Djibouti,1988,Seoul,0,0,1,1,500876,0.1996502,0.1996502,0.0,2742.92,1373864466
Sweden,1988,Seoul,0,4,7,15,8456561,0.1300765,0.1773771,0.0,24571.79,207792812154
Denmark,1988,Seoul,2,1,1,9,5122098,0.078093,0.1757093,0.0390465,24831.14,127187556712
Jamaica,1988,Seoul,0,2,0,4,2341957,0.0853987,0.1707973,0.0,6524.14,15279245943
South Korea,1988,Seoul,12,10,11,67,42089874,0.0784037,0.1591832,0.0285104,8440.73,355269385284
Australia,1988,Seoul,3,6,5,26,16596096,0.0843572,0.1566634,0.0180765,22508.19,373548095046
Finland,1988,Seoul,1,1,2,7,4951685,0.0807806,0.141366,0.0201951,22110.88,109486136090
Netherlands,1988,Seoul,2,2,5,15,14701901,0.0612166,0.1020276,0.0136037,23032.6,338622946885
Kenya,1988,Seoul,5,2,2,21,21894026,0.0411071,0.0959166,0.0228373,1396.42,30573306936
Switzerland,1988,Seoul,0,2,2,6,6571061,0.060873,0.0913095,0.0,30971.59,203516195581
United States,1988,Seoul,36,31,27,197,248381577,0.037845,0.0793135,0.0144938,32860.52,8161947702142
Britain,1988,Seoul,5,10,9,44,56902081,0.0421777,0.0773258,0.008787,22673.28,1290156577669
Costa Rica,1988,Seoul,0,1,0,2,2916566,0.0342869,0.0685738,0.0,5668.47,16532456688
Canada,1988,Seoul,3,2,5,18,26943398,0.0371148,0.0668067,0.0111345,27562.41,742625104798
Poland,1988,Seoul,2,5,9,25,37797656,0.0423307,0.0661417,0.0052913,9252.06,349706193636
France,1988,Seoul,6,4,6,32,56162822,0.0284886,0.0569772,0.0106832,23523.51,1321146877192
Italy,1988,Seoul,6,4,4,30,56824700,0.0246372,0.0527939,0.0105588,20293.85,1153191989649
Mongolia,1988,Seoul,0,0,1,1,2096653,0.0476951,0.0476951,0.0,2391.14,5013395333
Austria,1988,Seoul,1,0,0,3,7605095,0.0131491,0.0394472,0.0131491,24371.18,185345121595
Portugal,1988,Seoul,1,0,0,3,9930001,0.0100705,0.0302115,0.0100705,14008.38,139103241217
Senegal,1988,Seoul,0,1,0,2,6818495,0.014666,0.029332,0.0,1470.26,10024988054
Morocco,1988,Seoul,1,0,2,5,23827539,0.0125905,0.0209841,0.0041968,2963.85,70621337151
Japan,1988,Seoul,4,3,7,25,121434677,0.0115288,0.0205872,0.003294,23661.04,2873270330088
Belgium,1988,Seoul,0,0,2,2,9895654,0.0202109,0.0202109,0.0,23555.82,233100245429
Spain,1988,Seoul,1,1,2,7,38745231,0.0103239,0.0180667,0.002581,16553.14,641355397328
Chile,1988,Seoul,0,1,0,2,12733409,0.0078534,0.0157067,0.0,5850.79,74500446050
Greece,1988,Seoul,0,0,1,1,10045020,0.0099552,0.0099552,0.0,16414.35,164882507828
Peru,1988,Seoul,0,1,0,2,20797983,0.0048082,0.0096163,0.0,5714.65,118853292933
Turkey,1988,Seoul,1,1,0,5,52278499,0.0038257,0.0095642,0.0019128,5502.7,287672907878
Argentina,1988,Seoul,0,1,1,3,31729130,0.0063034,0.009455,0.0,8845.59,280662920840
Brazil,1988,Seoul,1,2,3,10,144470377,0.0041531,0.0069218,0.0006922,7657.32,1106256461802
China,1988,Seoul,5,11,12,49,1110339206,0.0025218,0.0044131,0.0004503,1611.38,1789173403996
Iran,1988,Seoul,0,1,0,2,51810746,0.0019301,0.0038602,0.0,5892.14,305276345166
Colombia,1988,Seoul,0,0,1,1,31913250,0.0031335,0.0031335,0.0,5046.81,161060195525
Mexico,1988,Seoul,0,0,2,2,81010093,0.0024688,0.0024688,0.0,8628.26,698975921029
Thailand,1988,Seoul,0,0,1,1,55370526,0.001806,0.001806,0.0,3330.33,184402273611
Philippines,1988,Seoul,0,0,1,1,58572071,0.0017073,0.0017073,0.0,2285.43,133862588607
Indonesia,1988,Seoul,0,1,0,2,178006800,0.0005618,0.0011236,0.0,1821.98,324325148280
Pakistan,1988,Seoul,0,0,1,1,105332464,0.0009494,0.0009494,0.0,1760.85,185474591108
Hungary,1992,Barcelona,11,12,7,64,10352695,0.2897796,0.6181965,0.1062525,10535.63,109072149028
Cuba,1992,Barcelona,14,6,11,65,10727088,0.288988,0.6059426,0.1305107,5592.84,59994929366
New Zealand,1992,Barcelona,1,4,5,16,3503125,0.2854594,0.4567351,0.0285459,18363.32,64329022674
Bahamas,1992,Barcelona,0,0,1,1,265761,0.3762779,0.3762779,0.0,19432.57,5164419053
Bulgaria,1992,Barcelona,3,7,6,29,8651284,0.1849436,0.3352104,0.0346769,6302.62,54525785310
Jamaica,1992,Barcelona,0,3,1,7,2398249,0.1667884,0.2918796,0.0,7404.92,17758850823
Australia,1992,Barcelona,7,9,11,50,17529469,0.1540263,0.285234,0.0399328,23424.77,410623723894
Namibia,1992,Barcelona,0,2,0,4,1512524,0.1322293,0.2644586,0.0,3804.54,5754455033
Estonia,1992,Barcelona,1,0,1,4,1527660,0.1309192,0.2618384,0.0654596,8245.73,12596674695
Sweden,1992,Barcelona,1,7,4,21,8678657,0.1382702,0.2419729,0.0115225,24343.14,211265772818
Suriname,1992,Barcelona,0,0,1,1,418828,0.2387615,0.2387615,0.0,5974.26,2502188891
Germany,1992,Barcelona,33,21,28,169,80282985,0.1021387,0.2105054,0.0411046,26505.3,2127924856633
Qatar,1992,Barcelona,0,0,1,1,488204,0.2048324,0.2048324,0.0,41781.68,20397981080
Latvia,1992,Barcelona,0,2,1,5,2612722,0.1148228,0.1913713,0.0,6151.51,16072198478
Finland,1992,Barcelona,1,2,2,9,5034766,0.0993095,0.1787571,0.0198619,20647.16,103953644275
Denmark,1992,Barcelona,1,1,4,9,5172040,0.1160084,0.1740126,0.0193347,25956.19,134246435718
Netherlands,1992,Barcelona,2,6,7,25,15102709,0.0993199,0.1655332,0.0132427,25713.88,388349273439
Ireland,1992,Barcelona,1,1,0,5,3549302,0.0563491,0.1408728,0.0281746,17558.82,62321539139
Spain,1992,Barcelona,13,7,2,55,39086335,0.0562857,0.1407141,0.0332597,18603.06,727125611664
Romania,1992,Barcelona,4,6,8,32,23077600,0.0779977,0.1386626,0.0173328,6598.41,152275464371
South Korea,1992,Barcelona,12,5,12,58,43729283,0.0663171,0.1326342,0.0274416,11145.53,487386010973
Canada,1992,Barcelona,7,4,7,36,28386162,0.0634112,0.1268224,0.0246599,26342.88,747773380088
Lithuania,1992,Barcelona,1,0,1,4,3689943,0.0542014,0.1084028,0.0271007,9743.51,35952999245
Slovenia,1992,Barcelona,0,0,2,2,1943919,0.1028849,0.1028849,0.0,14214.72,27632258078
Mongolia,1992,Barcelona,0,0,2,2,2251861,0.0888154,0.0888154,0.0,1785.4,4020477170
France,1992,Barcelona,8,5,16,50,57189616,0.0507085,0.0874285,0.0139886,25140.92,1437799421154
Croatia,1992,Barcelona,0,1,2,4,4588173,0.0653855,0.0871807,0.0,8447.79,38759944347
United States,1992,Barcelona,37,34,37,216,258275919,0.0418157,0.0836315,0.0143258,33589.59,8675383332010
North Korea,1992,Barcelona,4,0,5,17,20804249,0.0432604,0.0817141,0.0192268,3060.58,63672970667
Poland,1992,Barcelona,3,6,10,31,38247716,0.0496762,0.0810506,0.0078436,7738.88,295994532086
Kenya,1992,Barcelona,2,4,2,16,25042330,0.0319459,0.0638918,0.0079865,1341.92,33604846569
Italy,1992,Barcelona,6,5,8,36,56895154,0.0333948,0.0632743,0.0105457,22013.64,1252469714474
Israel,1992,Barcelona,0,1,1,3,4807603,0.0416008,0.0624012,0.0,18051.52,86784553897
Greece,1992,Barcelona,2,0,0,6,10351229,0.0193214,0.0579641,0.0193214,17213.67,178182608944
Britain,1992,Barcelona,5,3,12,33,57525459,0.0347672,0.0573659,0.0086918,22705.09,1306120869794
Austria,1992,Barcelona,0,2,0,4,7778255,0.0257127,0.0514254,0.0,27042.02,210339717004
Switzerland,1992,Barcelona,1,0,0,3,6814701,0.0146742,0.0440225,0.0146742,31871.53,217194949394
Belgium,1992,Barcelona,0,1,2,4,10004469,0.0299866,0.0399821,0.0,25575.57,255870004129
Norway,1992,Barcelona,2,4,1,15,43729283,0.0160076,0.034302,0.0045736,33135.04,1448971375944
Japan,1992,Barcelona,3,8,11,36,123177552,0.0178604,0.0292261,0.0024355,26824.9,3304224912723
Puerto Rico,1992,Barcelona,0,0,1,1,3597861,0.0277943,0.0277943,0.0,14641.59,52678395229
Morocco,1992,Barcelona,1,1,1,6,25679802,0.0116823,0.0233647,0.0038941,2948.05,75705269719
Turkey,1992,Barcelona,2,2,2,12,56012109,0.010712,0.0214239,0.0035707,5946.29,333064112021
Algeria,1992,Barcelona,1,0,1,4,26557969,0.0075307,0.0150614,0.0037653,5023.22,133406432002
South Africa,1992,Barcelona,0,2,0,4,38641823,0.0051757,0.0103515,0.0,7225.07,279189847444
Taiwan,1992,Barcelona,0,1,0,2,20687000,0.004834,0.0096679,0.0,15964.89,330265670845
Ethiopia,1992,Barcelona,1,0,2,5,51730288,0.0057993,0.0096655,0.0019331,421.35,21796736110
China,1992,Barcelona,16,22,16,108,1175230312,0.0045948,0.0091897,0.0013614,1877.41,2206392827709
Peru,1992,Barcelona,0,1,0,2,22553275,0.0044339,0.0088679,0.0,4446.38,100280451732
Iran,1992,Barcelona,0,1,2,4,57067645,0.0052569,0.0070092,0.0,7045.38,402063478666
Nigeria,1992,Barcelona,0,3,1,7,102444773,0.0039045,0.0068329,0.0,1619.85,165944982922
Ghana,1992,Barcelona,0,0,1,1,15655847,0.0063874,0.0063874,0.0,925.06,14482600237
Indonesia,1992,Barcelona,2,2,1,11,190512441,0.0026245,0.0057739,0.0010498,2383.14,454017989744
Malaysia,1992,Barcelona,0,0,1,1,19204087,0.0052072,0.0052072,0.0,7277.91,139765670633
Brazil,1992,Barcelona,2,1,0,8,154582103,0.0019407,0.0051752,0.0012938,6950.28,1074389365870
Argentina,1992,Barcelona,0,0,1,1,33540023,0.0029815,0.0029815,0.0,9308.42,312204577611
Colombia,1992,Barcelona,0,0,1,1,34497319,0.0028988,0.0028988,0.0,5444.65,187825780193
Mexico,1992,Barcelona,0,1,0,2,87523328,0.0011426,0.0022851,0.0,9472.38,829054597562
Thailand,1992,Barcelona,0,0,1,1,58225969,0.0017174,0.0017174,0.0,4616.9,268823275106
Philippines,1992,Barcelona,0,0,1,1,64659225,0.0015466,0.0015466,0.0,2279.32,147379324463
Pakistan,1992,Barcelona,0,0,1,1,118010303,0.0008474,0.0008474,0.0,1971.83,232696192471
Tonga,1996,Atlanta,0,1,0,2,96196,1.0395443,2.0790885,0.0,4540.02,436731995
Bahamas,1996,Atlanta,0,1,0,2,283677,0.3525136,0.7050272,0.0,20329.14,5766909421
Cuba,1996,Atlanta,9,8,8,51,10949206,0.2283271,0.4657872,0.0821977,5277.62,57785720993
Jamaica,1996,Atlanta,1,3,2,11,2484672,0.2414806,0.4427144,0.0402468,7316.26,18178501576
Hungary,1996,Atlanta,7,4,10,39,10313993,0.2036069,0.3781271,0.067869,11169.79,115205094383
New Zealand,1996,Atlanta,3,2,1,14,3717342,0.1614056,0.3766132,0.0807028,21064.07,78302337377
Australia,1996,Atlanta,9,9,23,68,18319637,0.2238036,0.3711864,0.0491276,26151.13,479079254000
Bulgaria,1996,Atlanta,3,7,5,28,8273011,0.1813125,0.3384499,0.0362625,6250.97,51714311096
Norway,1996,Atlanta,2,2,3,13,4385139,0.1596301,0.2964558,0.0456086,38794.59,170119671533
Denmark,1996,Atlanta,4,1,1,15,5255213,0.1141723,0.2854309,0.0761149,28655.63,150591455319
Ireland,1996,Atlanta,3,0,1,10,3638457,0.1099367,0.2748418,0.0824525,22144.69,80572519173
Switzerland,1996,Atlanta,4,3,0,18,7060963,0.0991366,0.2549227,0.0566495,31589.72,223053871005
Namibia,1996,Atlanta,0,2,0,4,1700975,0.1175796,0.2351592,0.0,3836.63,6526010407
Belarus,1996,Atlanta,1,6,8,23,10244354,0.1464221,0.2245139,0.0097615,4475.41,45847639302
Czech Republic,1996,Atlanta,4,3,4,22,10310016,0.1066924,0.2133847,0.0387972,16137.21,166374913870
Netherlands,1996,Atlanta,4,5,10,32,15517122,0.1224454,0.2062238,0.025778,28344.59,439826389004
Slovenia,1996,Atlanta,0,2,0,4,1971488,0.1014462,0.2028924,0.0,16392.55,32317706801
Greece,1996,Atlanta,4,4,0,20,10754641,0.0743865,0.1859662,0.0371932,17894.05,192444075738
Sweden,1996,Atlanta,2,4,2,16,8847421,0.0904218,0.1808437,0.0226055,24958.58,220819052283
Trinidad and Tobago,1996,Atlanta,0,0,2,2,1268851,0.1576229,0.1576229,0.0,8449.63,10721326913
Armenia,1996,Atlanta,1,1,0,5,3172185,0.063048,0.1576201,0.031524,1731.63,5493061106
Finland,1996,Atlanta,1,2,1,8,5125177,0.0780461,0.1560922,0.0195115,22402.5,114816758683
Romania,1996,Atlanta,4,7,9,35,22567385,0.0886235,0.1550911,0.0177247,7801.29,176054685299
Germany,1996,Atlanta,20,18,27,123,82200333,0.0790751,0.1496344,0.0243308,27336.47,2247066611352
Kazakhstan,1996,Atlanta,3,4,4,21,15712544,0.0700078,0.1336512,0.019093,4567.93,71773763957
Canada,1996,Atlanta,3,11,8,39,29582222,0.074369,0.1318359,0.0101412,28074.84,830516045756
France,1996,Atlanta,15,7,15,74,58057570,0.0637298,0.1274597,0.0258364,25717.2,1493078044359
Italy,1996,Atlanta,13,10,12,71,56938342,0.06147,0.1246963,0.0228317,23897.55,1360687083566
South Korea,1996,Atlanta,7,15,5,56,44949627,0.0600672,0.1245839,0.015573,14574.12,655101259481
Belgium,1996,Atlanta,2,2,2,12,10098192,0.0594166,0.1188332,0.0198055,26725.5,269879213845
Slovakia,1996,Atlanta,1,1,1,6,5380807,0.0557537,0.1115074,0.0185846,11482.63,61785802662
Croatia,1996,Atlanta,1,1,0,5,4656706,0.0429488,0.107372,0.0214744,9176.84,42733868704
Poland,1996,Atlanta,7,5,5,36,38398942,0.0442721,0.0937526,0.0182297,9518.9,365515802706
Russia,1996,Atlanta,26,21,16,136,148456965,0.0424365,0.091609,0.0175135,7577.53,1124937446663
Ukraine,1996,Atlanta,9,2,12,43,50773323,0.0452994,0.0846901,0.0177258,3548.69,180178760440
Costa Rica,1996,Atlanta,1,0,0,3,3557095,0.0281128,0.0843385,0.0281128,6444.68,22924348765
Spain,1996,Atlanta,5,6,6,33,39519508,0.0430167,0.0835031,0.012652,19709.87,778924410232
United States,1996,Atlanta,44,32,25,221,269393632,0.0374916,0.0820361,0.016333,35807.0,9646176916007
Latvia,1996,Atlanta,0,1,0,2,2462617,0.0406072,0.0812144,0.0,6488.44,15978547773
Moldova,1996,Atlanta,0,1,1,3,4307683,0.0464287,0.069643,0.0,1797.92,7744890916
Austria,1996,Atlanta,0,1,2,4,7960464,0.0376862,0.0502483,0.0,28602.35,227687997736
Kenya,1996,Atlanta,1,4,3,14,28191597,0.0283773,0.0496602,0.0035472,1361.07,38370608140
Burundi,1996,Atlanta,1,0,0,3,6140258,0.016286,0.0488579,0.016286,462.85,2841999764
Hong Kong,1996,Atlanta,1,0,0,3,6268283,0.0159533,0.04786,0.0159533,27448.74,172056468447
North Korea,1996,Atlanta,2,1,2,10,22038893,0.0226872,0.0453743,0.0090749,1808.77,39863300868
Mongolia,1996,Atlanta,0,0,1,1,2325369,0.0430039,0.0430039,0.0,1841.2,4281473852
Britain,1996,Atlanta,1,8,6,25,58156871,0.0257923,0.0429872,0.0017195,25328.77,1473042077208
Georgia,1996,Atlanta,0,0,2,2,4992336,0.0400614,0.0400614,0.0,1861.57,9293575711
Portugal,1996,Atlanta,1,0,1,4,10169044,0.0196675,0.0393351,0.0098338,17027.45,173152852337
South Africa,1996,Atlanta,3,1,1,12,42175740,0.0118552,0.0284524,0.0071131,7454.42,314395534556
Lithuania,1996,Atlanta,0,0,1,1,3604044,0.0277466,0.0277466,0.0,8182.69,29490772153
Puerto Rico,1996,Atlanta,0,0,1,1,3732293,0.0267932,0.0267932,0.0,16594.09,61934007477
Ecuador,1996,Atlanta,1,0,0,3,11584074,0.0086325,0.0258976,0.0086325,7331.53,84928967914
Azerbaijan,1996,Atlanta,0,1,0,2,7845310,0.0127465,0.0254929,0.0,1843.19,14460392912
Turkey,1996,Atlanta,4,1,1,15,59821978,0.0100298,0.0250744,0.0066865,6432.18,384785788303
Algeria,1996,Atlanta,2,0,1,7,28786855,0.0104214,0.0243167,0.0069476,4824.21,138873905015
Zambia,1996,Atlanta,0,1,0,2,9161931,0.0109147,0.0218295,0.0,1060.55,9716730623
Japan,1996,Atlanta,3,6,5,26,124814986,0.0112166,0.0208308,0.0024036,28385.16,3542893156991
Syria,1996,Atlanta,1,0,0,3,14518843,0.0068876,0.0206628,0.0068876,4066.08,59034733795
Israel,1996,Atlanta,0,0,1,1,5486774,0.0182256,0.0182256,0.0,20644.52,113271822646
Brazil,1996,Atlanta,3,3,9,24,164342524,0.0091273,0.0146036,0.0018255,7810.2,1283548146588
Argentina,1996,Atlanta,0,2,1,5,35287113,0.0085017,0.0141695,0.0,10245.38,361529981020
Malaysia,1996,Atlanta,0,1,1,3,21247102,0.009413,0.0141196,0.0,9644.79,204923911472
Uzbekistan,1996,Atlanta,0,1,1,3,23347452,0.0085662,0.0128494,0.0,1461.98,34133410105
Ethiopia,1996,Atlanta,2,0,1,7,58774378,0.0051043,0.01191,0.0034028,512.79,30138728817
Tunisia,1996,Atlanta,0,0,1,1,9053410,0.0110456,0.0110456,0.0,4691.19,42471271055
Iran,1996,Atlanta,1,1,1,6,60815686,0.0049329,0.0098659,0.0016443,7835.29,476508317392
Nigeria,1996,Atlanta,2,1,3,11,112618306,0.0053277,0.0097675,0.0017759,1619.42,182376342520
Taiwan,1996,Atlanta,0,1,0,2,21458000,0.0046603,0.0093205,0.0,19754.06,423882633651
China,1996,Atlanta,16,22,12,104,1226134423,0.0040779,0.0084819,0.0013049,2546.44,3122277587022
Morocco,1996,Atlanta,0,0,2,2,27323664,0.0073197,0.0073197,0.0,3112.23,85037477268
Thailand,1996,Atlanta,1,0,1,4,60258113,0.0033191,0.0066381,0.0016595,6001.24,361623277733
Mozambique,1996,Atlanta,0,0,1,1,16412893,0.0060928,0.0060928,0.0,435.93,7154821787
Uganda,1996,Atlanta,0,0,1,1,21473592,0.0046569,0.0046569,0.0,799.01,17157586210
Indonesia,1996,Atlanta,1,1,2,7,202257039,0.0019777,0.0034609,0.0004944,3026.82,612195455595
Philippines,1996,Atlanta,0,1,0,2,70831419,0.0014118,0.0028236,0.0,2464.68,174577030391
Mexico,1996,Atlanta,0,0,1,1,93858373,0.0010654,0.0010654,0.0,9274.7,870508139415
India,1996,Atlanta,0,0,1,1,982553253,0.0001018,0.0001018,0.0,1433.42,1408409486477
Bahamas,2000,Sydney,1,1,0,5,297651,0.6719279,1.6798197,0.3359639,22728.41,6765133446
Australia,2000,Sydney,16,25,17,115,19164351,0.3026453,0.6000725,0.0834883,29241.51,560394647616
Cuba,2000,Sydney,11,11,7,62,11104313,0.2611598,0.5583416,0.0990606,6115.59,67909469314
Norway,2000,Sydney,4,3,3,21,4490859,0.2226745,0.4676166,0.0890698,43174.48,193890507315
Jamaica,2000,Sydney,0,4,3,11,2581648,0.2711446,0.4260844,0.0,6934.03,17901220753
Hungary,2000,Sydney,8,6,3,39,10210545,0.1664945,0.3819581,0.0783504,13592.35,138785310183
Barbados,2000,Sydney,0,0,1,1,267511,0.3738164,0.3738164,0.0,14982.12,4007882689
Netherlands,2000,Sydney,12,9,4,58,15862825,0.1576012,0.3656347,0.0756486,33000.17,523475953542
Estonia,2000,Sydney,1,0,2,5,1370749,0.2188584,0.3647641,0.0729528,11244.49,15413368264
Bulgaria,2000,Sydney,5,6,2,29,8006158,0.162375,0.3622212,0.0624519,6907.01,55298643163
Iceland,2000,Sydney,0,0,1,1,281210,0.3556061,0.3556061,0.0,31092.03,8743388474
Slovenia,2000,Sydney,2,0,0,6,1985406,0.1007351,0.3022052,0.1007351,19399.69,38516259805
Sweden,2000,Sydney,4,5,3,25,8860153,0.1354378,0.2821622,0.0451459,28658.8,253921393062
Belarus,2000,Sydney,3,3,11,26,10057810,0.1690229,0.2585056,0.0298276,5936.24,59705552102
Lithuania,2000,Sydney,2,0,3,9,3500028,0.142856,0.2571408,0.0571424,9631.65,33711055134
Latvia,2000,Sydney,1,1,1,6,2384972,0.1257876,0.2515753,0.0419292,8649.22,20628158031
Greece,2000,Sydney,4,6,3,27,10986883,0.1183229,0.2457476,0.0364071,20675.21,227156106067
Denmark,2000,Sydney,2,3,1,13,5339501,0.1123701,0.2434684,0.0374567,31805.54,169825687594
Romania,2000,Sydney,11,6,8,53,22191683,0.1126548,0.2388282,0.0495681,7089.83,157335264572
Switzerland,2000,Sydney,1,6,2,17,7167908,0.1255596,0.2371682,0.0139511,34386.9,246482153399
Trinidad and Tobago,2000,Sydney,0,1,1,3,1292058,0.1547918,0.2321877,0.0,10496.91,13562611206
Slovakia,2000,Sydney,1,3,1,10,5404845,0.0925096,0.1850192,0.0185019,12689.76,68586184480
Finland,2000,Sydney,2,1,1,9,5173370,0.077319,0.1739678,0.0386595,27171.97,140570634337
Qatar,2000,Sydney,0,0,1,1,590957,0.169217,0.169217,0.0,60394.43,35690512616
New Zealand,2000,Sydney,1,0,3,6,3858032,0.1036798,0.1555197,0.02592,21895.16,84472212410
Czech Republic,2000,Sydney,2,3,3,15,10242890,0.078103,0.146443,0.0195257,16823.24,172318573726
France,2000,Sydney,13,14,11,78,59047795,0.0643546,0.1320964,0.0220161,28636.15,1690901772473
Georgia,2000,Sydney,0,0,6,6,4745765,0.1264285,0.1264285,0.0,2332.22,11068182069
Russia,2000,Sydney,32,28,28,180,146757517,0.0599629,0.1226513,0.0218047,8608.4,1263347006862
Germany,2000,Sydney,13,17,26,99,82349027,0.0680032,0.12022,0.0157865,29726.88,2447979541961
Italy,2000,Sydney,13,8,13,68,56986329,0.0596634,0.1193269,0.0228125,27160.47,1547775389846
South Korea,2000,Sydney,8,10,10,54,45987624,0.0608859,0.1174229,0.017396,16995.92,781601867339
Kazakhstan,2000,Sydney,3,4,0,17,14956694,0.0468018,0.1136615,0.0200579,5366.02,80257987196
Britain,2000,Sydney,11,10,7,60,58874117,0.0475591,0.1019124,0.0186839,28644.71,1686432151925
Austria,2000,Sydney,2,1,0,8,8004712,0.0374779,0.0999411,0.0249853,32008.5,256218861353
Croatia,2000,Sydney,1,0,1,4,4505533,0.0443899,0.0887797,0.0221949,10582.67,47680560656
Azerbaijan,2000,Sydney,2,0,1,7,8110723,0.0369881,0.0863055,0.0246587,2533.17,20545841429
Poland,2000,Sydney,6,5,3,31,38302444,0.0365512,0.0809348,0.0156648,11680.79,447402843769
Ukraine,2000,Sydney,3,10,10,39,48891792,0.0470427,0.079768,0.006136,3700.35,180916787656
Canada,2000,Sydney,3,3,8,23,30667365,0.0456511,0.0749983,0.0097824,32448.61,995113294152
Moldova,2000,Sydney,0,1,1,3,4106736,0.0487005,0.0730507,0.0,1692.09,6948984074
Belgium,2000,Sydney,0,2,3,7,10175684,0.0491367,0.0687914,0.0,29940.2,304662061912
United States,2000,Sydney,36,24,31,187,282496310,0.0322128,0.0661956,0.0127435,39758.5,11231629288746
Uruguay,2000,Sydney,0,1,0,2,3319066,0.030129,0.0602579,0.0,9092.32,30178002694
Ireland,2000,Sydney,0,1,0,2,3803780,0.0262896,0.0525793,0.0,30827.98,117262841740
Kuwait,2000,Sydney,0,0,1,1,1940786,0.0515255,0.0515255,0.0,36397.96,70640651042
Costa Rica,2000,Sydney,0,0,2,2,3919180,0.0510311,0.0510311,0.0,7672.85,30071268312
Macedonia,2000,Sydney,0,0,1,1,2009091,0.0497738,0.0497738,0.0,6975.62,14014648123
Spain,2000,Sydney,3,3,5,20,40288457,0.0273031,0.049642,0.0074463,23410.16,943159419136
Kenya,2000,Sydney,2,3,2,14,31253701,0.0223973,0.0447947,0.0063992,1318.49,41207688200
Armenia,2000,Sydney,0,0,1,1,3076098,0.0325087,0.0325087,0.0,2114.06,6503046123
Japan,2000,Sydney,5,8,5,36,125720310,0.0143175,0.028635,0.0039771,28559.6,3590521785094
Uzbekistan,2000,Sydney,1,1,2,7,24775610,0.0161449,0.0282536,0.0040362,1635.22,40513458543
Taiwan,2000,Sydney,0,1,4,6,22183000,0.0225398,0.0270477,0.0,23525.5,521866153287
Algeria,2000,Sydney,1,1,3,8,30533827,0.0163753,0.0262004,0.0032751,5098.85,155687512632
Ethiopia,2000,Sydney,4,1,3,17,65577897,0.0121992,0.0259234,0.0060996,512.36,33599590125
North Korea,2000,Sydney,0,1,3,5,22894095,0.0174718,0.0218397,0.0,1689.94,38689699426
Morocco,2000,Sydney,0,1,4,6,28793236,0.0173652,0.0208382,0.0,3073.43,88493896765
Turkey,2000,Sydney,3,2,0,13,63627862,0.0078582,0.0204313,0.0047149,6803.29,432878595035
Kyrgyzstan,2000,Sydney,0,0,1,1,4954850,0.0201822,0.0201822,0.0,1527.82,7570130366
Portugal,2000,Sydney,0,0,2,2,10336209,0.0193495,0.0193495,0.0,19609.73,202690305937
Cameroon,2000,Sydney,1,0,0,3,15678269,0.0063783,0.0191348,0.0063783,1803.44,28274767319
Israel,2000,Sydney,0,0,1,1,6014953,0.0166252,0.0166252,0.0,22834.93,137351020741
Mozambique,2000,Sydney,1,0,0,3,18200656,0.0054943,0.0164829,0.0054943,542.81,9879468754
Argentina,2000,Sydney,0,2,2,6,36930709,0.0108311,0.0162466,0.0,10571.36,390407953737
South Africa,2000,Sydney,0,2,3,7,44760380,0.0111706,0.0156388,0.0,7454.45,333663822955
Iran,2000,Sydney,3,0,1,10,65342319,0.0061216,0.015304,0.0045912,8600.73,561991888003
Saudi Arabia,2000,Sydney,0,1,1,3,20045276,0.0099774,0.0149661,0.0,20001.87,400943070105
China,2000,Sydney,28,16,15,131,1269116737,0.0046489,0.0103221,0.0022063,3012.12,3822736947333
Brazil,2000,Sydney,0,6,6,18,174425387,0.0068797,0.0103196,0.0,8056.06,1405181542818
Mexico,2000,Sydney,1,2,3,10,99959594,0.0060024,0.010004,0.0010004,10894.51,1089011243988
Thailand,2000,Sydney,1,0,2,5,63155029,0.0047502,0.007917,0.0015834,5578.4,352304196783
Colombia,2000,Sydney,1,0,0,3,39764166,0.0025148,0.0075445,0.0025148,5749.55,228626140633
Chile,2000,Sydney,0,0,1,1,15419820,0.0064852,0.0064852,0.0,10435.17,160908509155
Sri Lanka,2000,Sydney,0,0,1,1,18745084,0.0053347,0.0053347,0.0,2997.69,56191937639
Indonesia,2000,Sydney,1,3,2,11,213395411,0.0028117,0.0051548,0.0004686,2714.94,579356570242
Nigeria,2000,Sydney,0,3,0,6,123688536,0.0024254,0.0048509,0.0,1619.12,200266057879
Vietnam,2000,Sydney,0,1,0,2,78758010,0.0012697,0.0025394,0.0,1577.53,124243263469
India,2000,Sydney,0,0,1,1,1053898107,9.49e-05,9.49e-05,0.0,1648.21,1737044112790
Bahamas,2004,Athens,1,0,1,4,314739,0.6354471,1.2708943,0.3177236,22747.53,7159536286
Australia,2004,Athens,17,16,16,99,20103822,0.2437347,0.4924437,0.084561,32098.51,645302654103
Cuba,2004,Athens,9,7,11,52,11234970,0.2403211,0.4628406,0.080107,6877.99,77273967013
Hungary,2004,Athens,8,6,3,39,10110393,0.1681438,0.3857417,0.0791265,16291.2,164710413719
Jamaica,2004,Athens,2,1,2,10,2664897,0.1876245,0.375249,0.0750498,7093.44,18903297188
